review_id,user_id,business_id,stars_review,useful,funny,cool,text,date,sentiment,review_length,rating_category,name,city,state,stars_business,review_count,categories
q6j0y8vLoRYQV_9_hXQusg,yTqbC9M-IMaDFMlELHzDHA,rQCTWNMzIZTfqWEAjxDpKQ,3,0,0,0,"more than just another fast food place

culvers serves a typical menu of burgers chicken fries shakes etc but manages to kick up the food quality a bit i really really enjoy the cheese curds which are very similar to bite size mozz sticks but so much better all in all the burgers are pretty good but also extra greasy however the healthier menu items alone dont really justify a trip to culvers in the first place so you really have to commit to being very bad before you walk through that door if you want to make the most of it they do have very very good cement mixers which are similar to mc flurries but much much better 

the chicken is ok but if your in the mood for chicken there are much better choices out there this is a burger side shake kind of place and they do them well

i wouldve rated culvers higher but the prices are a bit high and food is terrible for you i just couldnt justify eating a heavy burger cheese curds and a shake every dayhowever i do manage to get over there at least once every 6 months",01-11-2016 18:50,neutral,1023,low,Culver's,Tampa,FL,3.5,140,"Ice Cream & Frozen Yogurt, Restaurants, Food, Burgers, Fast Food"
rpcGOeCGqPS11JAupKCdxw,UTuLULy006GhbmzLLxdPaw,_cndcbuaqSRW5f-MeZasNw,1,6,1,1,"ugh  i want this place to have 5 stars bc i love the sushi usually  but  oh em gee  tonight my husband a friend and i went there just for sushi and we waited over an hour for 2 rolls each  

clearly the people at the hibachi tables were getting all of the service even though i guarantee their service was still subpar  apparently said a waiter a bunch of their hibachi chefs leftso their sushi chefs filled in
  
not only did we wait for over an hour to be served they didnt even acknowledge that it had been a long time until i told themthe manager who couldnt speak english bowed and said sorry and we were still expected to pay our full bill  our waitress didnt even explainwe had to flag down a different person  

i am just so over bad customer service  the rolls are very good but not that good  i guess well just do take out from now on",09-05-2011 02:35,negative,844,low,Toyama Japanese Steak House,Nashville,TN,3.0,142,"Steakhouses, Chinese, Japanese, Restaurants, Korean, Sushi Bars"
mFgQoD0CqmK6ZDJrtFC5pA,SErK5JNNNltX0k6laHwxJA,MUPQLHG21BRnW_qmsCGC-w,1,0,0,0,very disappointed order a blueberry smoothie after seeing the sign on wall shows real fruit smoothie i saw the guy pull a bottle of blueberry syrup from the little refrigerate on the counter to make my drink wtf what do they mean by real fruit i got a 20 once of blue color sugar syrup for 7,30-05-2017 04:32,negative,291,low,The Fudgery,New Orleans,LA,4.5,67,"Food, Candy Stores, Specialty Food, Desserts, Ice Cream & Frozen Yogurt"
x0ovHB-upMOL2yTz1NSnXw,Pk-dihlvXRaVfE65ghVOLA,NVN_23yYJDf_RAinqFICDA,5,1,0,0,"heres the thing about nonvegan joints with vegan offerings if you build it we will come we will tell our friends even if its only one great vegan item on the menu well eat it  well eat it often and if theres one thing vegans are awesome at its spreading the word about awesome vegan foodstuffs 

hot diggity has multiple vegan offerings vegan hot dogslots of variety of toppings though im happy with just sauerkraut or relish vegan wings fries all very very tasty 

this place is super close to my house so you best believe ill be here embarrassingly often now thank you hot diggity for participating in philly vegan day for me it was truly life changing",04-11-2014 18:57,positive,654,high,Hot Diggity!,Philadelphia,PA,4.5,191,"Hot Dogs, Restaurants, Vegetarian"
ZNx8KU_Mp83VOpegf_cYsQ,#NAME?,13UbOVDFdxloxaient5XWA,5,0,0,0,we could not have had a better experience with transportation for our wedding darin and sierra were so communicative and awesome and our guests loved taking pictures with the bus that had our names on the side of it we were able to have an awesome after party on our special night knowing that our guests were all going to be taken back safely to their hotels thanks so much guys for being an important part of the best day of our lives,28-09-2018 18:51,positive,436,high,Jump On The School Bus,Santa Barbara,CA,5.0,175,"Wedding Planning, Transportation, Party Bus Rentals, Wineries, Party & Event Planning, Local Flavor, Food, Wine Tours, Arts & Entertainment, Tours, Limos, Event Planning & Services, Hotels & Travel"
yFpYsKyNaj6Uha_9_B2dYQ,Cv7mEO8-Jfy6JZiMJmenSg,#NAME?,5,0,0,0,favorite italian hoagie in the area other sandwiches are great as well i have ordered a party tray from them and my family really enjoyed the options they offered their chicken salad is tasty as well sandwiches are made quickly and consistently well every time i order,03-07-2017 13:21,positive,268,high,Chris's Sandwich Shop,Ardmore,PA,4.5,32,"American (Traditional), Restaurants, Pizza, Sandwiches, Meat Shops, Food, Wraps, Delis, Specialty Food, Salad"
Su0nQVRTrUapyNvK_6kalA,_dmNxWOwzQiqsB47tT5l5Q,IfZ5Xqh5VNxM-HDhKPUlXg,4,1,0,0,this is a great restaurant hidden off street rd service was great knowledgable and friendly its byo too  the menu is the most upscale of byos you will in the area i had a striped bass that was spot on you will drop bills here though so be prepared they do accept credit cards so dont worry about bring a wad of cash,12-08-2009 16:16,positive,315,high,Augusto's,Warminster,PA,4.0,85,"American (New), Restaurants, Italian"
QFQRlx54C8eEkCr421JzEA,UhN9RrW19vz7vFWgWVLn_w,0z-pNv_92L_-LiYV_XlcSw,5,4,0,0,"always a great deal huge breakfast for under 5
home cooking love the new location behind wendys on wrightstone  pantano rd
bigger better restaurant same good food at very reasonable price",09-01-2015 01:01,positive,187,high,Brawley's Restaurant,Tucson,AZ,3.5,90,"Food, Do-It-Yourself Food, Breakfast & Brunch, Restaurants"
TSuj08IFfNBwfVtvUTgkzw,zl6fHN0Q8fDx5jy8MJ4GIg,zYu2D8FzczailDkEMURExg,5,2,0,0,"jimmys is great for a good drink great ambience and just being able to relax its not insane busy like most places on the island
stacy was a great server definitely would come back and ask to sit in her section",16-03-2014 02:31,positive,209,high,Jimmy Guana's,Indian Rocks Beach,FL,3.0,170,"Sandwiches, Restaurants, Seafood, Steakhouses"
MUp26kc2ZgKS11eQK8MvPQ,AeBWa2ELfCBZVwR9t8noUw,ju4YP8SLdR_BmWr_-Xh83Q,5,2,0,0,the food was reasonably priced and the service was fast and knowledgeable about the menu i really liked the pho and would recommend this as the best pho in santa barbara,10-02-2017 03:26,positive,169,high,Phamous Cafe,Goleta,CA,4.0,220,"Food, Vietnamese, Restaurants, Bubble Tea"
IpyljpPY62TfJw5PPvSGgg,9sEwGMOb227YuL5ESlI3hA,Ei5HBqe012ImhqEr2ZH2gg,5,0,0,0,love their pizza love their prices love their personalities they are very friendly and happy to be doing what theyre doing all the ingredients taste so fresh and watching them cook the pizza really adds to the experience they are also really flexible with what youd like on your pizza any pizza with pesto is delicious,06-03-2015 01:17,positive,318,high,Fiamme Pizza,Tucson,AZ,4.5,374,"Italian, Restaurants, Food Stands, Farmers Market, Food Trucks, Caterers, Pizza, Event Planning & Services, Food"
KH_5rfLxspJyWERoHWCzcg,ONL6yA2kMFeL8lIJPpKOSA,zbvu8pRKcOQqdjqRGbncyQ,5,0,0,0,sit in the bar at the high tops if you can for instant seating the salmon is always great and the lunch portion is under 9 carrots and steamed broccoli is a win as a side dish my wife loves the mango salsa tilapia if you like chips and queso go for their queso with beef  the philly cheese steak is great with a side of bbq  the chicken tenders platter is generally huge and we like the broccoli cheese casserole as a side,29-03-2015 03:25,positive,422,high,Cheddar's Scratch Kitchen,Hendersonville,TN,3.0,117,"Southern, American (Traditional), American (New), Restaurants, Comfort Food"
P1Yh_vHLbbKQudHqIgN61g,YJ4zqGEskabyFk4g3GU7wg,_rkjLrft2ZgHcLBLF9amXw,2,1,0,0,"stopped in here on the way to limerick to pick up my car
my husband likes trying new places and i accommodate him

as another reviewer wrotethe music will burst your eardrums  so we opted to sit outside even though the ambiance didnt look appetizing as route 422 is right in the backyard  i have to tell you it was so much better outside

we split the shrimp  crab dipit comes with several pieces of toasted garlic bread and it was indeed okay

the pizza on the other hand was really nothing to write home about  the crust was tasteless and we should have just eaten the top with a fork

our server was young and probably not too experienced though she was very pleasant and tried hard

just dont think well have a second meal here",29-07-2015 19:48,negative,731,low,Uno Pizzeria & Grill,Oaks,PA,3.0,138,"Restaurants, American (New), American (Traditional), Pizza, Gluten-Free"
SEVGMtRZpXEfIbQ_WhZ7dA,7ug00c11bgxFWjoj0-LfUg,DzpaiMQnB_sNhZPrgdvKHg,1,2,0,0,inspect your food before you put it in your mouth ordered the spicy tuna roll last night and am now battling the worst case of food poisoning the world has ever known  think projectile vomiting  the tuna was mushy and the color was too dark like it had been sitting out at room temperature all day this place needs to be inspected avoid this place,07-05-2013 22:41,negative,347,low,Sushiya Express,Goleta,CA,3.5,163,"Sushi Bars, Caterers, Food, Fast Food, Event Planning & Services, Japanese, Food Delivery Services, Korean, Restaurants, Specialty Food, Asian Fusion"
q6gFfovlIrVp6HdxYlspyQ,o15SFerEo23dMSiY_P2xEw,M0r9lUn2gLFYgIwIfG8-bQ,3,0,0,0,memorable experience in a good way  first off walking into the establishment and being exposed to decor that is original  oldantique building window panes create the wall sections in the middle of the restaurant is a long table for community style seating  i wasnt very hungry so i only ordered fries and fried pickles  this place has a huge variety dipping sauces  i tried the chipotle ketchup sriracha ketchup and homemade ranch  all 3 were great but the homemade ranch was standout  you can even buy it to take home  baileys also has an extensive drink menu with a ton of original drinks i had a boozy tea ginger peach which could have been slightly sweeter but was still enjoyable,07-03-2014 02:35,neutral,684,low,Baileys' Range,Saint Louis,MO,3.5,1567,"Ice Cream & Frozen Yogurt, Burgers, Food, Nightlife, Beer Bar, Bars, Restaurants"
kXkoBcxhLJ058tTeBbUz6g,OrvpZlIBcbtly3v8SEf3ow,oLc7k78_YcDMnMCdbC-h1A,2,2,0,0,"ive been to lucys twice now i dont usually do the whole going to bars thing but i was with friends  this place gets way too packed for my liking i dont really enjoy being pushed and shoved around while trying to make my way to the restroom 

i tried the food this go around and it was a huge disappointment i asked for a medium burger and it came out well and dried it also tasted like a brick the nachos were gross its layers upon layers of chips and melted cheese and it was cold by the time it got to me

overall if i dont have to go back there ever i wont",13-01-2011 17:18,negative,559,low,Lucy's Retired Surfers Bar & Restaurant,New Orleans,LA,3.5,514,"American (Traditional), Bars, Nightlife, Restaurants"
Grxh4dxgzdmcBpF7PXZnuA,xjcwluh9jVuPUKq-Q8jLvQ,kSQNBSWTLlo-SwR6IcpvHA,5,3,0,0,"went to el sol de tala last with a small group of friends including a few whove never been to the restaurant and wow everyone thoroughly enjoyed the food and service 

the restaurant is very big looks are deceiving from the outside and seems well laid out  apparently the building has been modified throughout the years as it has grown 

they have recently modified the menu which included adding vegetarian items in the main menu instead of utilizing a separate menu thanks  lots of vegetarian choices make the restaurant an ideal choice but im not sure if any vegan items are available 

chips and salsa are good but would like them to have a bit more salt on them chips besides popcorn one of the only food items i actually want salted

great service good prices i only had water so that helps and excellent food desserts looked good but i resisted the temptation and just watched as my friends enjoyed great looking desserts 

head down to east washington street for some excellent mexican authentic food",04-03-2012 16:48,positive,1008,high,El Sol De Tala,Indianapolis,IN,3.5,81,"Restaurants, Mexican"
rL076bPHIIKTVY5WzqO3Dg,12TbHrS44OG4YMv9X5Fy4g,WZPCfTRiN4ipajP7gFfziA,4,3,0,0,"this cafe has a sign outside voted best breakfast in the park and it may very well be  we stopped in on a saturday when the zoo was too crowded and the pancakes and french toast were very good

its a simple menu and id stick with the classics  and its modest in decor and setting with plastic utensils that look like silver etc  but the service was very friendly and kidfriendly too  my wife had taken our little one outside to stretch his legs while waiting for food prep  and the waitress went out and signaled when everything was set 

wed go back as it makes for good pre or post game at the zoo or the please touch museum

beware of weird opening hours",03-09-2014 13:20,positive,657,high,The Centennial Cafe,Philadelphia,PA,3.5,26,"Restaurants, Coffee & Tea, Food, Breakfast & Brunch, Sandwiches"
DGTKUQj32g3Cw8_9MfqDVw,cL1DRU3LwiuoSm8ERDF_MQ,caGpaptBP4BKJkpH5W6cvA,5,0,0,0,it was amazing they had board games and everything was delicious,09-10-2017 15:53,positive,64,high,Bing's Boba Tea,Tucson,AZ,4.0,218,"Food, Shaved Ice, Bubble Tea, Juice Bars & Smoothies, Coffee & Tea"
W9TllzRzVXEBlRjvnebV_w,08SFMu_kV7HGDYHyv4E2aA,LJ7nGzqbmY44UZFVEfVNXw,4,0,0,0,nice little place where the food is above average the pizza is probably my favorite on the menu we get food to go on a frequent basis as well  they also have a pretty solid breakfast we go all the time and will continue to do so,04-06-2012 21:08,positive,228,high,Goose Creek Grill,West Chester,PA,3.5,70,"Restaurants, Salad, Pizza, Burgers"
bH-LsRq__6IPP3yoVhFqMQ,qtVwQWU6hBs59aKC0nGHVg,88CBVHYANgrKdP6Ns9ILlw,4,0,0,0,the only reason they dont get 5 stars is because they were experiencing staffing issues during my lunch visit naz was an amazing server the service was impeccable and food was really good i love authentic jamaican food and the spices tasted like a piece of jamaica in my mouth great service excellent location and really good food,16-01-2016 23:45,positive,330,high,The Cafe DbyD,Nashville,TN,4.5,39,"Breakfast & Brunch, Desserts, Bakeries, Caribbean, Restaurants, Cafes, Food"
Qh16yMRwYjSF0BwGkYuZqA,teVqvcDyh8oljb15pN14zw,4Hyfm0Ly3yo96RJTVShTIA,5,0,0,0,another great time here went to dinner with my boyfriend again and as always everything was perfect appetizer was great we had tater skins i usually am not a fan but they were delicious we both ordered steaks and they were cooked perfectly our servers name was greg and he was fantastic always on top of everything without smothering us great suggestive selling and was just pure nice it was a perfect dinner,13-10-2017 05:59,positive,408,high,Texas Roadhouse,St. Petersburg,FL,3.5,209,"American (Traditional), Food, Barbeque, Steakhouses, Salad, Desserts, Restaurants"
CC_TcvAksgFOkukuhcPBlw,QXJHPNmZQ5_GqW-80Ityww,8sshLb4UU7emeUDvtJWnpA,3,0,0,0,nice quality clothes and dance gear  however the person that helped me was rude  my son in law said the same thing when he stopped in and it was a different sales person  not giving them any more business,13-02-2017 20:33,neutral,204,low,DanceLine,Paoli,PA,4.5,11,"Dance Wear, Sports Wear, Children's Clothing, Arts & Entertainment, Social Clubs, Performing Arts, Sporting Goods, Shoe Stores, Fashion, Shopping"
uOQ9B8-DBWDjZ6hhoMOB-w,pCo4HTDNwRPg4a_HMhnYBA,uI9XODGY_2_ieTE6xJ0myw,1,1,0,0,"i would rate this place refuse to award it the name restaurant zero stars if able  i had the worst
meals food and services ever experienced  service for the food took well over one hour and fifteen minutes  some of our party we almost finished eating before the rest of us got our salads  i ordered chicken marshal which came with sliced red potatoes instead of pasta like the menu stated  i was over charged for the salads bread was delivered after most we finished eating and my coffee came after only three requests  never waste your time here",31-08-2014 22:44,negative,546,low,Roman Forum,Tampa,FL,4.0,23,"Restaurants, American (New), Italian"
ZH7W1Xc8yyFIW40zsFEBOQ,Ew4J3s6cQXgRqfMstoglng,fGYnHzFr1z2kv7bPRW6VMA,5,1,0,0,"where do i start

limoncello has always been a staple for a great italian meal i have eaten here numerous times for various different occasions always a busy place but well managed

i will start with the food i have ordered just about everything on their menu and they always seem to exceed my expectations my favorite meal by far is the chicken and sausage scallopini 

cocktails and other adult beverages from the bar are always made properly not too strong and definitely not watered down

i love going to dinner in west chester but limoncello always seems to capture the perfect atmosphere sometimes being too busy is a turnoff but in the case of limoncello it is a pleasant surprise and makes it feel as if you are apart of the town and at the place to be i always plan and make a reservation and i have not once waited more than twothree minutes to be seated with my reservation of course some restaurants you still end up waiting like everyone else but not in the case of limoncello

service is always an a for the last 45 times that i have eaten dinner at this establishment i have had the waiter marty he always provides fast and attentive service i can always tell he has a lot of tables but somehow manages to be on top of all of them this man is a workhorse and i always tip him generously and is probably the main reason that i always return",29-06-2017 23:03,positive,1354,high,Limoncello Ristorante & Caterers,West Chester,PA,4.0,483,"Pizza, Event Planning & Services, Italian, Caterers, Restaurants"
YD4BBdc8ZIRfLBjLlNH9kQ,stHAj4YnbLl3EIYsI5TrWA,Vnob_w_Aohf7ZDqxcJ9z2A,5,0,0,0,the food here goes to show there is definitely a vietnamese chef in the kitchen pho was perfect vermicelli was perfect and rolls were perfect the decor of the place was also nicely done,24-12-2014 23:42,positive,185,high,Mint Modern Vietnamese Bistro & Bar,New Orleans,LA,4.0,403,"Bars, Restaurants, Food, Nightlife, Vietnamese, Bubble Tea"
sQWsFF-CSHUSCi0FjpnCIw,tOMztypmq06beq-zncxjiw,Ety2Z0CImO6FYDV6L5Ahkw,4,0,0,0,i would get takeout here for lunch  everything ive had here has been excellent  although they sometimes forgot things or added andor changed your order unexpectedly it was never so drastic that i didnt enjoy my meal  anyway im a fan of the drunken noodles  if you like spice make sure you ask for it because sometimes they dont make it spicy at all  nonetheless even with all their quirks its easily one of the best restaurants in the lansdale area,30-03-2011 13:26,positive,448,high,Nadia Thai,Lansdale,PA,4.0,100,"Thai, French, Restaurants"
3lrL8dQ867k_wgPfSxCEpg,eEX8jjPKYCeA1iaUwAhxkw,ql9pGsVnj0ZWAsHxO0myaQ,5,1,0,0,exceptional service from the moment i walked in the door food was wonderful personally had the fried green tomatoes meatloaf maccheese and sweet potato patties if you want sweet get the tea and sweet potatoes it will definitely spark your palette finished up with chess square cant go wrong with anything there noticed them even addressing multiple customers by name i see why now i will be back as a loyal customer,02-05-2017 22:40,positive,415,high,H & T's Homecooking,Nashville,TN,4.0,129,"American (Traditional), American (New), Soul Food, Restaurants, Southern, Comfort Food"
PjilSzf_q4m_KLRwvUb5eA,nMqEbfUr5nQYUN-50gcpkQ,0CLCzdedGT2DPjkYM52Tqg,3,0,0,0,"i prefer this brewsters location as it is closer to my house my friends and i would convene here during the summers for their tuesday 20 cent wings flavors include hot honey garlic salt  pepper sweet chili or bow valley bbq they also have a good selection of beer especially considering they are a brewing company i would highly recommend trying on of brewsters brews at last count they have 14 different flavors

brewsters features good menu items for parties of 2 or more to share the food items are not too far out from what you would find at a boston pizza even the tvs playing sporting events are laid out in a similar fashion to bps ive had good experiences with the pizza especially their bbq chicken caesar pizza my friends and i usually come here for the wings though and its usually hit or miss sometimes the wings are nice and thick and sometimes they look like theyve been malnourished this inconsistency makes it hard to justify some of the long wait times one can incur at this location",23-01-2010 21:27,neutral,1000,low,Brewsters Brewing Company & Restaurant,Edmonton,AB,3.5,37,"American (Traditional), Restaurants, Breweries, Food"
Ek_7DLbHlE8BTSVOym-wGw,74XW0iUNxDlsuPofy2T8eg,ju4YP8SLdR_BmWr_-Xh83Q,5,1,0,0,i had the combination pho and my girlfriend had the rare steak and lean brisket pho we love pho and have tried quite a few places through la  this place definitely compares with the best i suggest you check it out,16-09-2017 21:35,positive,213,high,Phamous Cafe,Goleta,CA,4.0,220,"Food, Vietnamese, Restaurants, Bubble Tea"
YLfPUduMSGoUPnd0NWJPqA,A6RKhIpqWUH6iPnAmxVs6w,1JtpcHELRrSDoWS80WtzuQ,5,0,0,0,this place rocks food is consistently delicious rich textures and taste a bit pricy but the food is quality and the selection will curb any appetite,09-12-2014 15:02,positive,148,high,Chef's Market Cafe & Takeaway,Goodlettsville,TN,4.5,319,"Food, American (New), Coffee & Tea, Caterers, Event Planning & Services, Specialty Food, Restaurants"
SzvNCs9WJOhxaYIPp6UK7A,QsByY2gW90viW7wiqWeEcg,Z5po0aTuzKKblek5y6Sp8Q,2,1,1,0,"are there better burger joints in philadelphia  yes there are  one good item is that they have real soda  and not that high fructose corn syrup crap that turns you into a fat whale warning  hipsters flock here so if you are allergic to flannel and to irony then avoid it at all costs  

also the music is too loud  do you really need to play slayer that loud",08-03-2011 18:22,negative,358,low,500 Degrees,Philadelphia,PA,3.5,443,"Food, Burgers, Restaurants"
MFV6Qs1Y6v0hUp-ud1U6Wg,toTkHU_860muySG0IOKBRg,__I81oH6jmYwh1YXjVWsWA,5,0,0,0,awesome pizza and breakfast burritos quick service in a very friendly atmosphere great for private parties too we will definitely be back,28-11-2015 20:26,positive,137,high,The Corkscroo Bar & Pizzeria,Reno,NV,4.5,14,"Food, Beer, Wine & Spirits, American (Traditional), Bars, Pizza, Nightlife, Karaoke, Restaurants"
#NAME?,wFk5djOJreGPy8j-C-mXew,GBTPC53ZrG1ZBY3DT8Mbcw,5,0,1,0,happy hour from 36pm is the bomb oysters fried oysters and beer what more could i ask for how about great service from richie rich and the staff if you can ask for his service area do so he makes the meal so entertaining this restaurant is just outside of the french quarter but the 10 minute walk is so worth it,05-03-2015 22:16,positive,312,high,Luke,New Orleans,LA,4.0,4554,"German, Restaurants, Seafood, Cocktail Bars, French, Brasseries, American (New), Nightlife, Bars, Cajun/Creole, Breakfast & Brunch"
_DhS0WacDVfeCJC9mK5DjQ,FfG-PPZCz1sB4SKZoqsZkQ,VZfc50XVwgdCecH4YbGNFg,3,0,0,0,unfortunately it was a bit too loud for us we could hardly hear each other talk unless we were shouting the food was okay nothing fancy but it was good and cant complain about it we had the grilled chicken sandwich  bin on weck  both good,30-10-2012 04:02,neutral,238,low,EATS! American Grill,Tampa,FL,4.0,323,"American (New), Diners, American (Traditional), Restaurants"
riSuVt621CnwA-f6WON8Qw,RCZ5M9o2-fxgFuurpmEs3w,8kUTYaMe3F7tVDrztrC7fw,4,2,0,0,4  has a large selection of potted flowers and also sells locally made wine cheese  milk,16-05-2014 05:25,positive,88,high,Dresher Farm Market,Dresher,PA,4.5,6,"Specialty Food, Fruits & Veggies, Food, Farmers Market"
hRn99ezFkt2EObHInxUN1A,fwtMRWIlNEGtyaKRienx8A,MaYb7qMN6BomP1zQGj3Wjg,5,1,1,2,"very solid pizza joint with a unique spin truly one of the great local spots in st louis and in a very cool neighborhood to boot during my stay in st louis i tried to avoid the national chains and find some unique local gems i was extremely pleased to find pi the vibe the decor the people all very local  very cool my favorite dish was the chorizo pizza favorite starter were the mushrooms favorite salad dont remember the name but im assuming it was their house salad had walnuts cranberries etc

overall a great st louis experience for this southern california native



oh and by the way my original review for pi was 4 stars but im updating it to 5 stars the owner chris personally emailed me to thank me for visiting pi and explained that the salad i was referring to was his badabing salad thank you chris that was super awesome

yelp is an incredible tool and businesses who get it certainly deserve extra consideration",21-10-2010 18:44,positive,927,high,Pi Pizzeria - Delmar Loop,Saint Louis,MO,4.0,633,"Nightlife, Pizza, Bars, Restaurants"
0g5XQ1o13-_AxUwQrYbkBA,6WG2IGTVr-xKn0pYQZJGjw,IAj1Lw3FAOY-yZn4IO7ElQ,5,7,0,4,"baums is an oldfashioned dancers shop in the heart of center city which has been around for a million pirouettes 

from classical leotards tights pointe shoes and tutus to modern exercise wear baums has everything you need to get ready for dance class or a performance  

they sell costumes including a big discount rack for children and adults and you can order wholesalequantity of costumes through them if you need to outfit your class for a recital  pick up sequins fringes and trims by the yard or top hats and canes to accessorize your dancers or your halloween costume 

many items need to be pulled from stock by the staff but they are very kind and helpful  prices are reasonable for goodquality dancewear and shoes 

before you break a leg hit up baums to get that ballettoned bod clothed",18-06-2008 01:01,positive,798,high,Baum's Dancewear,Philadelphia,PA,3.0,17,"Arts & Crafts, Sports Wear, Costumes, Performing Arts, Adult, Shopping, Sporting Goods, Arts & Entertainment, Fashion"
ngdkFwEkG8T3YYEfBdgGwQ,jlukYfLp4gtM77oMj9QZRQ,w520vYWEpEYBf90rSr9NVA,4,1,0,1,"3550 stars

nice cozy read small atmosphere and friendly staff  we are off to a great start  

first let me mention that im from wisconsin  and that people from wisconsin like beer  so i was a little disappointed that there was no alcohol on the menu  im not an alcoholic or anything so this wasnt a deal breaker

this place is small but the wait for a table wasnt too badand that is considering we showed up with a party of 8  reviewers have mentioned the small plate size  i noticed this as well but upon completion of the meal i was satisfied with the portion size  the price of the meal was a little spendy on my grad school budgetgood thing they dont serve beers or it could have been a lot worse  prices also differ at different times of the day which i think is a little lame  the menu is the same the prices change  hmm

all in all a decent joint and being in 12 south i didnt feel out of place not wearing my skinnies",04-03-2012 02:55,positive,926,high,The Smiling Elephant,Nashville,TN,4.0,604,"Thai, Chinese, Seafood, Restaurants"
KZYnBfMmorKeDxkZOhs5Cg,or_CvFShEuwCI4tVwfoPUA,4WdDY97x4GdMYtyk1KQMnw,5,0,0,0,we asked the hotel concierge for some recommendations on good vietnamese food in the area and was directed to lillys cafe took a stroll to the garden district and wow was it worth it we ordered pho with chicken and steamed veggies and a bowl of soup flavor was amazing service was great and we even contemplated eating there again for dinner that same night highly recommended,30-10-2013 00:48,positive,376,high,Lilly's Cafe,New Orleans,LA,4.5,777,"Cafes, American (Traditional), Vietnamese, Restaurants"
vuGCv4HzLA4-PbCRXW0jhA,4l1XmjsGWvdIogNI9kn3Gw,6kPHr6gZaU9732ptn9gJrA,4,0,0,0,this place as a local feel to it food is legit i ordered the flautas chile relleno and the tacos prices are cheap food is pretty authentic it definitely compares to food that ive had in mexico unfortunately they ran out of chicken when i was there so i didnt get a chance to try it the place is worth checking out,12-12-2013 04:33,positive,313,high,La Guerrerita Mexican Food,Goleta,CA,4.0,128,"Mexican, Restaurants, Breakfast & Brunch"
HrNsbuhpInlKTJaa97dzow,p5IxgZCx14cB_KQcbub82Q,f4vbnGoGo3eWorVekctVGQ,5,0,0,0,eaten here quite a few times only grits ill even think about eating get here early if you want a table though,21-05-2017 15:21,positive,109,high,Refuel Cafe,New Orleans,LA,4.5,328,"Restaurants, Sandwiches, Breakfast & Brunch, Wraps"
r7mKyEcShrHjgPfGNZ52Bg,s_C3YVr2PQ0G9VJjP4cdqQ,#NAME?,1,0,0,0,stopped in for breakfast on 12217 i used to like it here for breakfast  service was slow coffee was not hot grits were only warm and twenty minute wait for cinnamon biscuit after breakfast was brought to table then ten minutes to pay at counter to get out of the place there are better places to get breakfast in the area  should have went with my first choice instead of here,02-12-2017 19:58,negative,376,low,Cracker Barrel Old Country Store,Mount Laurel,NJ,3.5,204,"Breakfast & Brunch, Comfort Food, Caterers, Event Planning & Services, Restaurants, American (Traditional), Southern"
DFJaenQBLrV37Y_mYP6DZA,ceFHavITrot4UAW5DG54tA,ypXuDmnnPxnfP8a0qLsiEg,3,0,0,0,came here to say good bye to a friend turned out the best place to say goodbye quick easy and only had drinks and fries they had a burger and beer since we like different kinds of beers it was good for some people i dont drink beer but i do eat fries i may get the burger when they finish building out the front looks like it will be more outdoor seating an urban oasis on charlotte who knew,13-06-2015 21:07,neutral,391,low,M.L.Rose Craft Beer & Burgers - Sylvan Park,Nashville,TN,3.5,378,"Chicken Wings, Restaurants, Sports Bars, Breakfast & Brunch, Burgers, Bars, Beer Bar, Nightlife, Pubs"
hxk3OJ2WQfpyJfGteXPvFg,O5lnaSAJ0odpA9ShqNwe9A,uVJkqQ1U9MH7hBorrwGhBg,5,5,0,1,excellent fried chicken with very tasty dipping sauces  the chicken has a perfect crispy pretzel crust  my favorites were the honey mustard and the green goddess  i highly recommend  they also have delicious hand pies with great flaky crust particularly liked the pumpkin  there is plenty of seating inside and the place has been beautifully remodeled,06-11-2013 04:07,positive,351,high,Wishbone,Philadelphia,PA,3.5,191,"Thai, Restaurants, Coffee & Tea, Chicken Wings, Comfort Food, Food, Specialty Food, American (New), Chicken Shop"
icuwL1ENtiipVph32X2Lww,zIX5ncIK6xeAlLsehImjdw,I6zne2n2FZcXtgiK5ZPuxg,4,1,1,1,i am always attracted to the mom and pop locally owned family joints while on a mini getaway we decided to grab lunch here we walked in and were immediately greeted and seated i noticed there were only about 2 or 3 tables sat but i figured its a weekday so people might be working we noticed all tables were locals we were seated and the lady also took our drinks then in like 2 minutes shellynot sure if this is how she spells her name came right over with some additional lemon juicefresh for my sweet tea yummy she took our orders and she was soooooo nice i mean like really nice we ordered fried shroomsthis is what she called it lol a bacon burger and a lamb gyro both came with fries and apparently a cup of soup or saladsoup check out my pictures the fm the bf said they were good the soup was good just the right amount of pepper and flavor with a lot of clams my burger was juicy and well seasoned and the gyro was good the tzatziki sauce was good remind me of ny oh and the sweet tea was delish shelly was so sweet always made sure we were good we liked this place and will come back to try more of their menu,19-10-2017 18:10,positive,1119,high,Cozy Corner,Clearwater,FL,4.0,31,"Restaurants, Breakfast & Brunch"
